company_id,investor_id,amount
124164030,100118487,0.0
11484214,8800449,100.0
42365288,42184867,10.0
25134902,29663072,100.0
24274182,24274192,247.2
13336122,18838886,44658.64
15751100,15750992,380.0
17623618,17623626,2550.0
17628062,67575329,3.0
21728689,17637916,14.795
31121751,31121794,25.0
25637218,25637229,591.25
32938966,32939031,42525.0
28349903,74710709,150.0
82256304,273112,4250.0
39699759,16833252,80.0
42364496,20358029,1000.0
36904119,39792904,0.0
41287703,987779,3000.0
43663374,122765290,10.0
67610738,67610739,8.79
45092261,45092263,100.0
99621424,100900629,0.0
96706999,29097502,300.0
43885794,2872705,3362.23
99689477,158030,10.0
45212902,132079,5537.0
50045208,31492201,2242.97
99961811,100912140,0.0
59185570,32952968,9.0
99699998,94258963,24.0
67649310,75109426,60.0
68862697,8846699,0.0
70677522,133476415,408.0
70122260,41720391,70.0
62511993,13420974,178.5
110307115,158608661,10.0
99487847,36859798,0.0
99415559,17145819,0.0
99713709,33583296,0.0
102021958,38037598,12.6
8479753,8479781,20.0
101959200,101959203,0.0
102702131,101146130,0.0
8743219,2067653,0.0
166688024,149122406,100.0
170259535,166929456,500.0
170288051,10430172,0.0
75476036,64387677,50.0
96099419,6982977,0.0
48011546,48011549,15.0
170524940,167385954,0.5
3453923,67364649,0.0
166205755,4113354,600.0
48582217,48582221,1000.0
170718137,37261914,5000.0
25505383,62455245,200.1
25487967,8792911,10710.0
75618794,81397124,300.0
24629370,24629386,1500.0
2230404,1715802,80.0
37013865,37013878,204.0
36530659,24685772,1000.0
30786526,30786558,5830.0
54388704,25211688,3000.0
39066007,39066009,480.0
39051853,91252016,140.0
39138045,39138047,15.0
39603260,77128022,500.0
27148771,7468407,50.0
115244554,114583602,10.0
170749855,70460498,90.0
52260187,52260188,180.0
74302631,74302632,40.0
75929808,117165927,13.0
100086842,72195349,500.0
115012371,86984137,1000.0
98460214,758123,7.5
3195929,3195933,165.0
99323108,2324969,70.0
99089259,107155473,0.0
98547108,112534899,0.0
171708262,60349806,500.0
171711668,2270773318,10.0
20946424,20946435,15.0
37522912,8406725,72.0
18128067,2913004,0.0
9994080,9515681,0.0
6345916,6345957,0.0
4405658,4405718,0.0
1801832,1801835,25.5
1888809,69246263,0.0
7274147,7274176,0.0
31312873,81664275,12676.24
14319533,2231804493,0.0
19735563,22385318,80.0
37649587,35653119,0.0
36199320,41657476,3.0
115030796,28653430,50.0
1998572,132413,30.0
77714613,77714614,192.0
9616683,322261,25.5
1891228,62473,12.0
74883815,13650924,0.0
18189287,2924790,0.0
18148729,2810520,1.8
72547783,45069178,50.0
54529498,3727203,30.0
2047096,348645,4.0
2212869,2378061,10.0
2262596,328193,21.4286
33134775,141240618,600.0
96813113,81617872,100.0
36262647,676772,5000.0
42537247,1852398,0.0
42693965,7442090,0.0
35365627,538545,450.0
12340666,4216733,1000.0
35183428,116445899,1000.0
35011314,35011324,4000.0
513646,512356,900.0
47750529,47750532,100.0
100763140,569239,245.0
165784148,15498676,5.0
72319721,37266008,800.0
117679166,120839058,0.0
77195562,39015325,1000.0
72181119,67890188,800.0
113761888,170631,480.0
6882901,163918233,5947.2
77104739,77104740,175.0
75472876,561001,500.0
123262102,129668474,10.0
85100263,69112975,9249.075
104820196,221645,400.0
123519259,68795037,660.0
141932557,129250274,1000.0
80753609,48506899,0.0
80055203,100696617,5.0
64040425,99142763,50.0
47113037,31320115,0.0
22574738,11413220,0.0
85147928,59583402,0.0
85027615,42391770,0.0
31509461,26012055,1223.5
100759135,93667863,3000.0
134208199,520141,2000.0
130284109,615461,35.0
126862397,708552,566.7
24819842,16892161,21650.0
25769126,25769141,200.0
33208616,9380565,164.0
121578299,100190220,1.0
90892369,35047781,1000.0
134362330,508294,100.0
48440197,70725457,1000.0
16429890,16429971,0.0
72234710,61816749,80.0
166387050,299759,100.0
127356037,40151689,1530.0
51197092,100128349,1500.0
166306548,155842762,500.0
129998857,31516837,0.0
116224991,116224993,4.0
148736925,8186993,1500.0
148708608,158584813,20.0
165177643,137421312,2450.0
5724675,100510656,0.0
405664,546986,0.0
85224863,175131,0.0
143066561,100635927,650.0
173340265,130693863,3000.0
336705,336706,32.0
92844,92845,882.88
361515,361516,3.0
355358,390854,10000.0
275415,233007,34.8
251087,55448,798.0
50773228,28613424,100.0
160691641,158649150,960.0
242792,242793,0.0
13605839,72981,7171.2
36595075,25938366,3000.0
567542,567543,0.0
68662760,3175922,500.0
38106603,589343,99.0
45578466,116579544,333.33
98508432,76155851,600.0
510388,509318,9.0
572232,14177242,0.0
41832460,10625519,25.0
55626711,124509188,1000.0
49282987,96850733,35.0
1580983,542642,0.0
85265358,288520,100.0
84952580,107635214,20.0
541426,138858,2344.3136
174203564,21419706,408.0
95001234,23468462,604.1
40792,40793,0.0
28548538,27761186,0.0
17277308,876985,100.0
119602127,120750607,175.0
646384,132572510,500.0
129078756,3075235,510.0
619085,248199,0.0
67284589,7293852,0.0
174942200,159540683,0.0555
635657,77642904,1487.1833
596839,597999,960.0
70729351,33740278,0.0
7479011,38156056,0.0
45403248,45403346,35.7375
695310,132868884,0.0
627828,627834,300.0
99586744,36466841,1.0
680118,692162,1560.0
550595,140600115,5000.0
49196183,7071237,1200.0
655390,228923,30.0
134913411,114937554,245.0
78570916,43732744,0.0
79755058,41438813,990.0
112376327,27807561,690.0
115990302,2396587,0.0
15716589,15716620,26.0
84548535,50557139,3.0
513093,1763053,0.0
39644067,8838886,4.0
101837948,150886222,148.15
950828,950829,0.0
109682725,24330341,40.0
1675007,126543,50.0
31220098,12272369,2904.7
14246194,5198327,9106.7926
122239305,9726912,3500.0
65859831,32268180,100.0
83353708,71407120,300.0
94991704,89683438,1000.0
176196639,149995376,5000.0
115888589,28299714,0.0
98666258,74948516,50.0
176218174,164141052,2010.0
1099005,1099007,900.0
69164082,1627117,10.0
99128429,248689,0.0
96372976,64778577,1000.0
45447078,72769491,0.0
69405287,554991,300.0
95800757,65888393,1900.0
120796246,136678138,9.0
41598700,41598701,74.0
67716477,560494,0.0
99391903,43254697,600.0
22841425,12235584,0.0
47737060,9642859,120.0
130224804,127965515,70.0
21204181,18430133,900.0
100353193,93841290,100.0
69604242,139120355,5000.0
11816018,3502802,4500.0
7245637,5536276,5144.0
124809108,21200299,2509.474
117481674,12488498,900.0
49516552,48219131,41440.0
25506883,5810097,1895.7346
127357706,115015380,1000.0
34243150,34243168,450.0
149045982,124019155,24750.0
76832291,26668153,50.0
15833177,16860797,0.0
17583459,158662,19500.0
485352,7285050,19.8
117075864,117075867,2250.0
24911087,8694293,46500.0
125434864,108918059,1200.0
34859298,512729,0.0
176802961,128176671,10.0
39453812,99123709,0.0
38313922,38313925,225.0
176888283,82105859,70.0
492394,492395,190.2
2153884,306362,450.0
37266165,2074551,600.0
70252817,26577256,0.0
387084,343951,0.0
67728372,6098641,0.0
67722349,138392758,50.0
85418266,6169994,26399.0
37227372,14801567,967.3403
7634032,5470286,0.0
84366382,17405507,30.0
10734524,8633894,5.4
33260036,33260070,664.0
50021755,107673956,51.51
12683131,41215061,4.0006
71255146,700240,180.0
4275895,22231085,304.01
100755284,40842215,0.0
42868470,11060222,25.5
49237842,17622118,20.0
28627403,9724181,1400.0
46326494,46326495,960.0
262033,262034,100.0
1900918,13027925,398.745476
287527,39482,90.0
47294787,25714059,2350.0
8350921,58926,0.0
45851271,36927970,60.0
42650035,20674370,97.0
10417601,6809641,500.0
67726033,60206710,0.0
52816026,107145957,2277.68
85255512,61366333,400.0
67711800,6609542,2000.0
80280508,12585876,50.0
149124401,431661,1230.0
21807634,21807639,180.0
16369536,13739565,1995.0
67713406,23915210,50.0
47365769,32597853,140.0
76540384,512020,500.0
94309765,6055347,300.0
127739622,26740887,147.0
134527271,131642692,100.0
14463969,11907071,5.63
43198250,23873552,3.3333
267374,41965720,599.1
130343,130344,23.45
36010029,30942249,1120.0
40163240,141236352,14270.9721
32784496,6587162,250.0
4489674,17063862,0.0
41085050,8759539,800.0
20435614,20435617,238.0
71331781,11780709,1927.25
29944130,29944137,1850.0
4044530,117887480,14.7
28409515,4989423,0.0
8666594,8666602,3502.7
317943,68639476,7.3
149744709,129765818,30000.0
106904802,95373698,20.0
149941491,75232738,0.0
79233496,79233497,2200.0
40140425,40140439,1100.0
137039912,27931038,450.0
69675757,99558890,1000.0
9128139,34170208,31.5235
80893401,69670596,2000.0
15020339,3221586,20.0
349063,37849,0.0
106009763,2879048,23584.6965
14195983,8578411,3000.0
42532461,42532462,0.0
36580162,62904,0.0
32349066,17475793,0.0
112862356,45551432,1000.0
43873994,43873995,0.0
95565644,67742406,300.0
34612189,31404740,96.0
69174665,70945932,95.68
8726797,8221816,2000.0
98766058,99916360,100.0
73735381,74747073,0.0
64555329,17344278,1034.6
13413754,65722232,0.0
6282247,6044379,536.0
33928310,5472645,2900.0
11340343,17899225,0.0
94942575,587648,500.0
80606188,72438525,1000.0
67720248,60499993,0.0
37314081,28442759,1400.0
155007498,11618178,21500.0
37272012,4665137,0.0
130054576,78171820,50000.0
169798,17616745,1619.84
167153432,3666065,1390.3635
62691059,136584607,0.0
13822837,13822928,3000.0
70482971,95625775,17.3611
176966006,41317860,300.0
67470539,27750701,3150.0
135036030,98522002,20000.0
875382,38694546,0.0
40218359,49340451,281837.5
67419112,67810222,10000.0
68510411,36507556,5000.0
505815,18564572,0.0
44536286,44536288,50.0
47995850,3796533,2900.0
70121047,4026918,5.1
34128151,7659169,0.0
67866298,36193038,200.0
52073531,67432572,0.0
36114072,15858040,200.0
11035393,40219020,0.0
49341577,61417926,400.0
67935728,68387917,8000.0
55254638,51853476,600.0
4730557,65067987,3952.0
36784319,40255872,1000.0
67748988,67748989,0.0
18861033,68528735,0.0
15369917,7501083,0.0
68288007,36189855,57.7
68001364,68443541,0.0
42132925,32127845,600.0
68447463,17259248,0.0
176994376,509467,2200.0
68287027,17319450,200.0
73722943,101090438,10.0
68346315,68224625,1600.0
24544137,24544147,800.0
176996586,9023721,10000.0
129796691,129796692,1000.0
15815161,15815175,100.0
9924795,9515736,0.0
69498761,62528360,0.0
17619339,9628210,51395.0
69044821,594908,55.0
59527786,59527787,14.0
54154913,54154914,60000.0
4002338,4002370,10.0
5191178,5191180,50.0
68538644,61970905,270.0
9677821,9677850,50.35
34043472,67225482,400.0
15104305,67034818,500.0
116692544,68585953,0.0
67251992,67251993,0.0
67985229,13791700,300.0
49554641,118495679,0.0
67590871,47466207,0.0
70004918,66986989,735.0
67062154,16796963,600.0
125143473,99310426,0.0
68049695,3547758,18225.0
59522831,132129503,0.0
41103663,49338248,450.0
67950912,159020,8245.83
68199313,69114409,0.0
69695517,53632531,260.0
73896954,63782899,15.0
36552939,68226113,50000.0
9225963,40227632,0.0
47556771,47556773,80.5
78844207,45637360,60.0
35183817,363225,1200.0
36765359,160011166,0.0
110051272,100008384,25.0
8745006,61695,0.0
54311097,54311099,300.0
4373539,3238667,51.0
126277838,79034267,2000.0
36492837,5017406,23.25
70005868,70005869,0.0
16355525,16355543,30.0
149454992,125778583,33.4225
5082957,4030416,10.0
112730589,27765228,30856.0
122895679,127201567,11.5085
53545910,2113588,500.0
17215736,9963082,307.44
11810363,40582064,58.5323
7884031,72253265,0.0
73794904,73794905,0.0
8431646,8431846,0.0
177117549,9317462,2450.0
72819693,3119658,3000.0
130511108,100601438,0.0
59142482,66521285,100.0
67728610,130426,37.0
177132187,151929534,60.0
42744347,42744351,5000.0
124306067,99304307,1.0
63381020,47122267,800.0
67227464,5492031,700.0
76293826,99213761,10.0
134090612,498905,100.0
81572847,81748926,0.0
48298197,48298204,200.0
139886482,25640142,5899.7
22050615,1973002,13920.0
71452474,6658401,250.0
62635786,3434593,0.0
49341849,40259511,650.0
68322052,849251,0.0
59649596,5432420,0.0
5368837,5507066,7000.0
61905585,258995,200.0
69264798,33474277,300.0
27347513,49346982,4000.0
7765921,311998,3.6877
34876632,34876647,400.0
27363600,27363622,0.0
37625300,37625301,6.5
42545662,6198848,4978.4
41427087,65858754,0.0
68575743,69237974,0.5
86961605,93639612,0.0
72238713,71398360,0.0
72058155,52773629,140.0
100610139,100610140,0.0
15834251,131179552,0.0
10597611,10597630,380.0
59316109,59316111,0.0
56776357,72598692,0.0
15807309,11550955,1000.0
63292581,4624773,6640.0
15131995,14515611,243.98
68112330,444569,205.0
100895763,11600500,470.0
83852910,67497713,102.34
103175813,103175813,0.0
92197742,107248007,2850.0
26744595,23637959,1160.0
41824806,13520952,150000.0
68916067,12578541,400.0
69256359,100660858,3700.0
10456595,10456599,25.0
155288603,9247427,5.0
63839465,78530802,0.0
55201784,55201786,150.0
177240670,139599,10000.0
67795062,67795063,82.21070300000001
67913685,68511694,245.0
82566256,45509016,0.0245
30280301,30280308,0.0
35181783,2349002226,50.0
16891445,16891534,52.0
14141253,14141254,350.0
15418715,65885894,153.0
36230348,40218033,50.0
10242555,10242600,120.0
4826354,4826451,200.0
17630203,17630211,300.0
31877294,31877340,50.0
41087594,175904120,20.0
429463,7737886,20100.0
47308990,75459503,57.0
115743653,62295778,0.0
43873546,43873548,325.0
99673294,9451758,1000.0
68091287,1168023,1020.0
44034498,44034500,278.0
115822767,62295778,0.0153
115777680,62295778,0.0153
36496404,5748610,400.0
51186201,51186202,500.0
52050419,71710531,110.0
75322650,60896512,295.0
68138301,40319333,2000.0
64741555,37270336,3.0
30618865,30618894,100.0
69665615,45998947,500.0
22670649,196327,226000.0
9266628,5271596,750.0
36535712,46795191,36.2
42021005,42021957,123.0
40075212,49347658,450.0
44680974,49337638,5.1
60616440,35530142,0.0
79893540,79893541,3000.0
67974615,68443166,1785.0
68017571,68427792,0.0
68054304,68534157,182.22710700000002
67776502,67776503,140.0
68305431,42960690,133200.0
68318113,23736997,100.0
68613806,54001614,340.68
68599035,9930986,5000.0
69243558,36184751,2000.0
69709303,71592904,1.0
152587101,154237968,50.0
74400984,68253293,0.0
80221916,67750372,500.0
76835115,69752080,13.0
82897682,9254860,93.5
45572493,5075693,6047.0587
83212653,67895493,13.26
46155716,105433605,0.0
68431675,1333477,146.0
62562550,1593290,0.0
68571741,44820793,20.0
68196844,8214684,4180.0
139166855,11231978,36674.0
1614092,1614157,5200.0
68505760,3040910,500.0
65952628,106893277,2760.0
3673201,3382811,269.336
26436768,26436843,2830.5
43240099,989089,2000.0
177486467,77540203,100.0
135022828,1617122,1100.0
68217374,68777584,1.0
177496712,168093963,0.0
70348320,95900822,340.0
26428952,2796761,2000.0
138341466,84286160,200.0
103351387,97241658,470.4228
79115905,58013209,2500.0
62394020,62394021,0.0
177508404,10405593,10000.0
146996649,122057591,100.0
56827021,56952651,800.0
49576960,27469427,75.0
40114865,48190093,1400.0
105191720,67284687,0.0
61437142,34825170,12000.0
57875175,21532831,510.0
6881116,336095,0.0
4391259,4391585,269.8
43424513,14988532,1000.0
69768467,40280689,100.0
43632746,17160624,900.0
65873136,66739924,1.0
46787605,49340344,9.0
176967938,40237264,5.0
167546894,100642613,0.0
85187306,67922590,2.0
85102128,85102131,0.0
28569995,28012109,300.0
10338102,15431776,20000.0
1219285,58493183,12030.0
33199436,176935657,10000.0
177571283,164625294,100.0
177571402,75576480,1000.0
6878391,6878403,3000.0
80183782,565567,5200.0
140242737,166379573,1000.0
36911405,535421,258.0
177590455,161171884,0.0
165730848,137913056,100.0
8610157,8610163,480.0
68090333,68528356,4950.0
68476412,62502124,120.0
68337472,18811337,250.0
177192443,134304826,3035.3203
161467004,43140013,5.0
69567687,82983040,270.0
4695371,329065,195.0
177626831,24998380,500.0
177638409,84507829,500.0
177654264,165942433,0.0
177661538,83463370,1.0
65004100,65004101,300.0
177676380,158654813,0.0
177683118,119456969,980.0
177685144,152423176,100.0
144042868,137572535,200.0
177697438,166331289,9.9
154235330,166729295,397.0
99184817,70312045,20.0
9444673,6012440,0.0
965684,965685,0.0
164399135,2260431233,0.0
177723941,154505903,1.0
107894250,107894251,3500.0
148731060,54564718,200.0
126436076,74645698,500.0
138929322,56733375,0.0
137581227,134254054,6800.0
61254415,36456389,500.0
3972110,22258417,1089.46
1607946,1617076,0.0
177739533,164918198,500.0
82665189,6887956,100.0
99804868,91333875,5.0
22928232,22928347,7.0
67274553,40429943,2700.0
40155724,8741564,217.0
153110234,76546994,0.0
7991914,7991912,0.0
68562235,5131448,400.0
41458532,41458533,72.0
69184548,83315995,500.0
47864818,47864820,0.0
45588903,115142787,3020.6
94077551,79520912,0.0
11153079,46201988,0.0
93911570,93911571,50.0
8430066,8430202,0.0
15982339,15982498,0.0
100006766,36046914,3380.0
25487274,15313262,500.0
76349700,25639410,300.0
56415318,31813313,1530.0
177809767,36527201,1500.0
78365837,78365838,346.9068
19777407,19777413,0.0
19833651,19833659,50.0
177816100,159538064,11650.0
167250361,164913962,2450.0
22700736,6430183,0.0
9952845,9952654,800.0
16200766,16200860,0.0
30412579,160930169,50.0
118222052,35547470,0.0
82714,4376454,9100.0
78736933,32007580,1500.0
13175339,15276680,10000.0
78023458,36781629,4800.0
25212112,4065905,0.0
148329657,32800086,40.0
30239273,2552688,0.0
27776154,7701441,0.0
27665413,78262527,3.5191
164710029,150013512,495.0
65069687,4845535,2000.0
164495249,177870650,510.0
177879599,177879993,0.0
38750262,38750263,0.0
9717123,9717246,10000.0
43073070,43073071,0.0
177890091,85071753,2400.0
151027351,67267245,100.0
41260742,16892754,0.0
38109652,6693108,100.0
67990138,10003445,260.0
54094739,1367668,0.0
177898645,226908,5000.0
19475787,19475588,0.0
150635912,155869555,1470.0
69946188,40260657,915.0
10535345,164360644,24100.0
177924570,28064617,39.0
177929689,177929690,0.5
69340179,68046980,250.0
47199128,47199096,0.0
177944596,134830309,0.0
46685630,4225329,0.0
99770829,43090974,950.0
121768337,85624641,1000.0
38072631,31908559,1.75
123572832,126263844,20.0
32923594,10434971,505.81
67659284,136958876,100.0
82853128,3019962,245.0
148615105,176946130,450.0
149322590,150080997,460.0
152439973,152439979,820.0
13459066,13210409,1000.0
145204657,24846742,50.0
177991991,5686083,3406.67
45846493,165554938,176.2142
39951745,94086298,500.0
33185505,33185565,0.0
68608728,67278020,888.6985
145815727,146118217,280.0
142883716,142883718,150.0
12598777,15107967,0.0
55383768,15744740,200.0
65714857,69129406,105.0
74048761,41309826,0.0
85448223,21245687,0.0
178044611,174608417,75.0
177224974,70383129,500.0
15233026,155063316,4000.0
178066609,8271577,0.0
65841283,1337065,0.0
739845,90468321,50.0
66912763,57743027,32.0
178108614,5877689,2000.0
178128656,177695614,4000.0
75666397,181741423,550.8
599017,599018,200.0
134131778,129639161,9900.0
1721944,1721946,12.5
10102330,10102365,0.0
178079829,158591391,360.0
68969167,32126165,0.0
39866424,11974673,2550.0
301676,93695383,678.0
67647637,65926813,0.0
67486270,215369,0.0
137184954,35130722,500.0
82865183,53356899,133.0
74888388,77797632,500.0
11025334,6098897,204.0
134727689,100858013,85.5
159385181,20563895,61.5384
77856786,52448925,50.0
100055024,29026272,144.7525
75709817,6031593,70.0
995236,68965394,3.125
130054287,63928326,200.0
43588005,157835079,0.0
106911009,505517,45.977
308338,89874240,180.0
141375152,7804454,900.0
648054,22145694,17.857143
66123574,21918937,158.7296
130158549,29068767,13.3333
2274245,66044413,30.0
98597678,8684552,444.31
83262526,368051,27.7366
155161992,150921238,18.0
134740996,136585148,510.0
33067979,33067997,200.0
178211303,134590849,350.0
178211668,160401033,50.0
122433,19825739,1000.0
136576549,2733347,120.0
113775083,67647637,40.0
29740132,21343805,0.0
108550324,67252660,375.0
85041332,94039463,80.0
14482488,1916777,656.0
80019156,159758255,135.0
149598492,10018866,1800.0
149241428,119125040,300.0
709870,600846,50.1
692128,139501943,0.0
14138662,81908481,90.9318
23274550,23274552,0.0
6525151,15310264,15000.0
557206,225220,0.0
77197914,99048885,0.0
14472302,824520,87.48
129195386,2345440,0.0
85272229,507302,63.848
37264776,498110,19.0
77188167,67716895,202.5331
28104316,555406,650.0
13720029,11769892,3498.5
73983977,1045385,52.3
28315136,28315141,800.0
12440216,65805780,0.0
44926025,155608542,0.0
68910503,137133292,25.881999999999998
1038135,68988176,6.0
11608935,24070843,0.0
123905507,123903969,0.0
78262339,107238188,14.0
214167,72016079,31.6057
9026391,9026393,255.0
117404039,117404040,200.0
117708586,40215511,0.0
146500681,146500684,1997.99
636302,33937,300.0
88995284,89554372,0.0
106518503,830706,0.0
92672759,7653218,500.0
37287376,77743090,0.25
2308706,401145,180.0
107190191,13667934,1.0
67724752,6705504,0.0
81035317,33466049,1500.0
54641710,47510000,282.5
50653877,26540302,0.0
65054663,1156115,690.0
44474545,84411644,120.0
141215044,10053934,25.0
68584698,264323,0.0
156165138,85255147,660.4
40559971,29967961,346.68
129489683,82404454,245.0
91031751,2917887,17325.0
10052575,1004925,7200.0
16891935,19821071,420.0
25476518,150008403,416.0
80269330,45404027,25.0
126686637,13345195,1600.0
1883423,1359985,800.0
50467723,2367912,15.3
115494399,99357058,0.0
153984993,287534,0.0
100825266,25014866,60.0
33054294,33054311,0.0
4764204,225366,756.9904799999999
72116702,72116703,25.0
118164867,1087445,2000.0
32438985,24257068,300.0
14013523,14013560,0.0
6891846,6891324,5.0
153022182,148257456,0.0
32461246,106973653,300.0
75463372,19989554,0.0
32714249,2943974,255.0
143923799,118355753,120.0
32390102,12625129,224.0
126468826,40148928,0.0
127640423,138006665,0.0
69078909,110019974,120.0
137624567,122450473,0.0
68374910,12639138,0.0
123548424,565421,0.0
82491152,6026673,13.0
104514056,148593967,200.0
96299138,594195,0.0
158901485,80452072,300.0
92039611,273627,0.0
78520906,60330,80.0
158795970,145198007,102000.0
147998917,129397426,1.0
71628814,1306554,0.0
67487000,15641046,51.0
93868347,78758964,0.6
165574011,68523055,500.0
45609672,32849659,4.6316
72173246,54993838,5643.4739
108668977,70386941,39.6
82793362,15057738,0.0
148356561,49327972,0.0
32827694,32827752,1275.0
112958711,1598392,18900.0
69298399,100744738,80.0
58991492,81223923,3000.0
34172856,34172991,0.02
40113010,67414084,469.9709
53386382,207214,800.0
107980589,23678451,0.0
58649961,12840637,500.0
25362032,5390242,270.0
38071829,37512123,11.68
134561363,19140575,0.0
87770091,78707304,51.0
100804822,4213388,350.0
40222471,40203697,0.0
40458355,4500685,0.0
83831964,40842215,3338.0
58671892,71151697,1989.0
121943799,8612,16.0
165134040,150097422,0.0
13330595,15212473,50.0
62935360,16782354,500.0
71800154,40197447,2.0
68639051,17493720,200.0
39256464,1673933,93.0
126794162,21026468,8.0
6130693,74755472,340.0
151067326,65924040,25.0
14964997,2873761,0.0
14548138,154339976,104.5752
129093273,15936323,12.0
122589469,461824,5.0
9582544,9582559,60.0
78028952,67431241,0.0
12966655,136437055,0.0
101157176,101157177,0.0
148133835,39760558,100.0
148440060,138691024,125.0
78486131,6621937,50.0
107275248,100572121,350.0
32343257,158659,689.0
34302118,17016250,0.0
68437893,11776554,0.0
76199482,3247029,6000.0
85071613,38854920,1000.0
65735494,16623239,0.0
97530934,81849276,20.8828
154984023,57714970,90.0
139895613,136850492,1700.0
116653696,3635490,0.0
94620922,539002,950.0
16587991,13563876,720.0
84774079,84518610,510.0
142620004,13833784,900.0
31655960,10817331,792.0
94544105,15435696,150.0
33274816,6648164,0.0
137408910,5062011,500.0
68535109,22813353,0.0
71663812,13080574,30.0
30083523,7329032,50.0
159645807,21761643,4800.0
164552917,120210385,15000.0
161004003,11880509,300.0
100396162,84827684,960.0
206995,206997,970.0
72958108,968064,2.0
22169027,6953733,0.0
27613159,67712841,37.04
177961793,152494038,0.0
87994490,35182362,46.4
42315367,38104225,16.25
69677706,1516720,1575.0
82054848,6088177,20.0
33672645,28319644,180.0
5316394,5316396,1000.0
117872769,125133671,0.0
78932309,130845186,30.0
1670998,614213,10.0
35913797,3264930,800.0
89880880,121304841,0.0
95841542,60258411,0.0
23019329,67217118,37.78
123899719,9482500,0.0
21248050,6406465,0.0
98688001,81786053,2550.0
71121456,539525,5.2941
92845806,89540567,8.5474
22052133,11819709,185.0
95247003,58763475,15.0
14021982,163959840,2363.909
112620242,55421535,1000.0
123911794,135456234,0.0
49259630,4577059,96.0
130951517,77717882,80.0
77105049,7289098,780.0
2217524,583582,1.0
98830628,206578,7022.8362480000005
89948712,22646145,0.0
153929189,139506482,150.0
538413,96207,0.0
72012108,72012109,50.0
29283833,62351218,0.0001
8194086,64202994,30.0
17058465,67336518,510.0
153287324,85503843,235.0
88505065,168330,2000.0
161269752,78148584,3050.0
127516047,13263444,62.5
91514058,91514059,600.0
122462996,11612099,3000.0
130150880,14856463,400.0
56542613,1116974,0.0
127418509,10386707,0.0
134986575,119833486,150.0
99728521,85489908,20000.0
19829773,297186,1900.0
73941441,78866674,240.0
127592180,35280337,0.0
137937513,23863109,700.0
54504228,54504229,60.0
129504368,11273867,0.0
72223230,35149819,9.0
142699845,107639466,32.3374
70780415,67386585,1500.0
63747,116987771,14.84
118176102,1175629,0.0
67433091,41604009,5.0
21761105,6619567,0.0
33738758,33739013,10.0
7217049,336097,871.0
2279920,116533230,180.0
100401628,15073589,35.0
100378696,98937614,10.2
148414094,100747179,0.0
43042601,39070413,0.0
149371784,17114186,0.0
178282214,139869413,0.0
178292176,39340790,0.0
178304020,166392584,100.0
123020657,25711582,600.0
85246498,10198277,10.0
178305535,7707870,50.0
9322375,155917575,6400.0
116645082,20331709,4.0
16542675,129849184,33.0
106123637,117616178,5000.0
136876520,129553066,1800.0
24715908,65667900,0.0
83991975,19299759,3.5
140580911,89326849,51.0
159463504,119245045,10.0
5136707,5137034,80.0
112612923,17047914,100.0
139996681,125282461,60.0
110071847,99340084,1386.0
138009765,159017386,700.0
138103139,43841215,900.0
140209537,21587984,99.0
137305902,123935575,29.17
10784215,5695464,7056.0
576403,85026771,1.068
112143822,11594073,36.95
14669337,7901129,230.0
100198979,26734572,2850.0
43970195,67333954,4.7619
96643083,72417734,50.0
128706984,6111898,6863.0
28214712,28214738,300.0
96393433,49059034,25.0
117033211,67430483,450.0
119095918,100429823,50.0
134923708,82241606,2550.0
148597689,570346,0.0
74012340,9496582,100.0
150016682,71998306,0.0
154854066,119500168,3920.0
8805526,8805551,2500.0
148225656,124766182,40.0
149385076,164921211,0.0
127517829,40114433,78.0
153575199,112256884,500.0
17258748,17258834,100.0
159488048,134820643,30.0
129643170,16571274,1530.0
23142502,7256672,500.0
119213794,547375,62.5
397366,27647963,50000.0
37125434,7274051,0.0
64474991,64474992,990.0
68959173,5255361,0.0
85170608,60862,80.0
164913650,127674919,300.0
15402983,7931993,40.0
178340728,137156478,500.0
130011024,128810186,7000.0
84784002,17015536,0.0
9310774,36928377,600.0
142602976,84076421,1750.0
78577666,55242966,0.0
161076595,159617946,700.0
1100377,1100394,0.0
178360854,20321363,50.0
67765806,3997197,240.0
94937854,3915999,0.0
141534719,92547162,49.5
5918822,5918865,37.5
164292242,159038666,800.0
71140400,518383,90.0
135122148,117763873,900.0
154928802,50119068,300.0
78121050,16764117,1020.0
5361579,5361589,1000.0
164034490,33502888,3000.0
43998410,24815437,1600.0
9495086,971591,0.0
71606897,44615978,0.0
10361917,67313588,0.0
158607983,124936937,18.0
155087635,164212453,1500.0
149792651,123577443,0.0
158359909,154153867,1472.5
152680564,97543277,300.0
27989250,27989263,198.0
122993439,64799264,0.0
57681909,77707236,80.0
80657748,10701851,500.0
159452181,151873801,100.0
10937179,8414050,90.0
78330976,76941865,1.0
17066231,9054506,510.0
32701792,61624,30.0
118490243,152191645,150.0
17265944,15535450,1500.0
21287896,21287901,65.0
149408663,148229530,905.0
47171185,74834994,400.0
77301964,161350715,2450.0
85006642,747811,10.0
25977343,15586407,400.0
77194828,36983747,980.0
115105342,71678857,600.0
143669666,116548441,350.0
178406671,166140364,0.0
14662079,14662162,340.0
5579592,5579876,0.0
70382567,16683116,0.0
80458784,14328800,0.1
